"ID","Pattern","Parent.size","Offspring.number","Largest.offspring","Smallest.offspring","Combined.size","Is.Approved","Observations"
428,"[5, 4, 4, 1]",15,4,5,1,14,0,0
429,"[5, 4, 3, 2]",15,4,5,2,14,0,0
430,"[5, 4, 3, 1, 1]",15,5,5,1,14,0,0
431,"[5, 4, 2, 2, 1]",15,5,5,1,14,0,0
432,"[5, 4, 2, 1, 1, 1]",15,6,5,1,14,0,0
433,"[5, 4, 1, 1, 1, 1, 1]",15,7,5,1,14,0,0
434,"[5, 3, 3, 3]",15,4,5,3,14,1,100
435,"[5, 3, 3, 2, 1]",15,5,5,1,14,0,0
436,"[5, 3, 3, 1, 1, 1]",15,6,5,1,14,0,0
437,"[5, 3, 2, 2, 2]",15,5,5,2,14,0,0
438,"[5, 3, 2, 2, 1, 1]",15,6,5,1,14,0,0
439,"[5, 3, 2, 1, 1, 1, 1]",15,7,5,1,14,0,0
440,"[5, 3, 1, 1, 1, 1, 1, 1]",15,8,5,1,14,0,0
441,"[5, 2, 2, 2, 2, 1]",15,6,5,1,14,0,0
442,"[5, 2, 2, 2, 1, 1, 1]",15,7,5,1,14,0,0
443,"[5, 2, 2, 1, 1, 1, 1, 1]",15,8,5,1,14,0,0
444,"[5, 2, 1, 1, 1, 1, 1, 1, 1]",15,9,5,1,14,0,0
445,"[5, 1, 1, 1, 1, 1, 1, 1, 1, 1]",15,10,5,1,14,0,0
446,"[4, 4, 4, 2]",15,4,4,2,14,1,83
447,"[4, 4, 4, 1, 1]",15,5,4,1,14,1,42
448,"[4, 4, 3, 3]",15,4,4,3,14,1,93
449,"[4, 4, 3, 2, 1]",15,5,4,1,14,0,0
450,"[4, 4, 3, 1, 1, 1]",15,6,4,1,14,0,0
451,"[4, 4, 2, 2, 2]",15,5,4,2,14,0,0
452,"[4, 4, 2, 2, 1, 1]",15,6,4,1,14,0,0
453,"[4, 4, 2, 1, 1, 1, 1]",15,7,4,1,14,0,0
454,"[4, 4, 1, 1, 1, 1, 1, 1]",15,8,4,1,14,0,0
455,"[4, 3, 3, 3, 1]",15,5,4,1,14,0,0
456,"[4, 3, 3, 2, 2]",15,5,4,2,14,0,0
457,"[4, 3, 3, 2, 1, 1]",15,6,4,1,14,0,0
458,"[4, 3, 3, 1, 1, 1, 1]",15,7,4,1,14,0,0
459,"[4, 3, 2, 2, 2, 1]",15,6,4,1,14,0,0
460,"[4, 3, 2, 2, 1, 1, 1]",15,7,4,1,14,0,0
461,"[4, 3, 2, 1, 1, 1, 1, 1]",15,8,4,1,14,0,0
462,"[4, 3, 1, 1, 1, 1, 1, 1, 1]",15,9,4,1,14,0,0
463,"[4, 2, 2, 2, 2, 2]",15,6,4,2,14,0,0
464,"[4, 2, 2, 2, 2, 1, 1]",15,7,4,1,14,0,0
465,"[4, 2, 2, 2, 1, 1, 1, 1]",15,8,4,1,14,0,0
466,"[4, 2, 2, 1, 1, 1, 1, 1, 1]",15,9,4,1,14,0,0
467,"[4, 2, 1, 1, 1, 1, 1, 1, 1, 1]",15,10,4,1,14,0,0
468,"[4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",15,11,4,1,14,0,0
469,"[3, 3, 3, 3, 2]",15,5,3,2,14,1,59
470,"[3, 3, 3, 3, 1, 1]",15,6,3,1,14,1,33
471,"[3, 3, 3, 2, 2, 1]",15,6,3,1,14,0,0
472,"[3, 3, 3, 2, 1, 1, 1]",15,7,3,1,14,0,0
473,"[3, 3, 3, 1, 1, 1, 1, 1]",15,8,3,1,14,0,0
474,"[3, 3, 2, 2, 2, 2]",15,6,3,2,14,0,0
475,"[3, 3, 2, 2, 2, 1, 1]",15,7,3,1,14,0,0
476,"[3, 3, 2, 2, 1, 1, 1, 1]",15,8,3,1,14,0,0
477,"[3, 3, 2, 1, 1, 1, 1, 1, 1]",15,9,3,1,14,0,0
478,"[3, 3, 1, 1, 1, 1, 1, 1, 1, 1]",15,10,3,1,14,0,0
479,"[3, 2, 2, 2, 2, 2, 1]",15,7,3,1,14,0,0
480,"[3, 2, 2, 2, 2, 1, 1, 1]",15,8,3,1,14,0,0
481,"[3, 2, 2, 2, 1, 1, 1, 1, 1]",15,9,3,1,14,0,0
482,"[3, 2, 2, 1, 1, 1, 1, 1, 1, 1]",15,10,3,1,14,0,0
483,"[3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",15,11,3,1,14,0,0
484,"[3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",15,12,3,1,14,0,0
485,"[2, 2, 2, 2, 2, 2, 2]",15,7,2,2,14,1,330
486,"[2, 2, 2, 2, 2, 2, 1, 1]",15,8,2,1,14,0,0
487,"[2, 2, 2, 2, 2, 1, 1, 1, 1]",15,9,2,1,14,0,0
488,"[2, 2, 2, 2, 1, 1, 1, 1, 1, 1]",15,10,2,1,14,0,0
489,"[2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",15,11,2,1,14,0,0
490,"[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",15,12,2,1,14,0,0
491,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",15,13,2,1,14,0,0
492,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",15,14,1,1,14,1,153
493,"[14, 1]",16,2,14,1,15,1,54
494,"[13, 2]",16,2,13,2,15,1,480
495,"[13, 1, 1]",16,3,13,1,15,1,301
496,"[12, 3]",16,2,12,3,15,1,1223
497,"[12, 2, 1]",16,3,12,1,15,1,78
498,"[12, 1, 1, 1]",16,4,12,1,15,1,302
499,"[11, 4]",16,2,11,4,15,1,1976
500,"[11, 3, 1]",16,3,11,1,15,1,56
501,"[11, 2, 2]",16,3,11,2,15,1,319
502,"[11, 2, 1, 1]",16,4,11,1,15,0,0
503,"[11, 1, 1, 1, 1]",16,5,11,1,15,1,150
504,"[10, 5]",16,2,10,5,15,1,2348
505,"[10, 4, 1]",16,3,10,1,15,1,58
506,"[10, 3, 2]",16,3,10,2,15,1,51
507,"[10, 3, 1, 1]",16,4,10,1,15,1,14
508,"[10, 2, 2, 1]",16,4,10,1,15,1,19
509,"[10, 2, 1, 1, 1]",16,5,10,1,15,0,0
510,"[10, 1, 1, 1, 1, 1]",16,6,10,1,15,1,76
511,"[9, 6]",16,2,9,6,15,1,3022
512,"[9, 5, 1]",16,3,9,1,15,1,46
513,"[9, 4, 2]",16,3,9,2,15,1,24
514,"[9, 4, 1, 1]",16,4,9,1,15,1,10
515,"[9, 3, 3]",16,3,9,3,15,1,224
516,"[9, 3, 2, 1]",16,4,9,1,15,0,0
517,"[9, 3, 1, 1, 1]",16,5,9,1,15,0,0
518,"[9, 2, 2, 2]",16,4,9,2,15,1,98
519,"[9, 2, 2, 1, 1]",16,5,9,1,15,0,0
520,"[9, 2, 1, 1, 1, 1]",16,6,9,1,15,0,0
521,"[9, 1, 1, 1, 1, 1, 1]",16,7,9,1,15,1,46
522,"[8, 7]",16,2,8,7,15,1,6591
523,"[8, 6, 1]",16,3,8,1,15,1,38
524,"[8, 5, 2]",16,3,8,2,15,1,10
525,"[8, 5, 1, 1]",16,4,8,1,15,1,2
526,"[8, 4, 3]",16,3,8,3,15,1,19
527,"[8, 4, 2, 1]",16,4,8,1,15,1,1
528,"[8, 4, 1, 1, 1]",16,5,8,1,15,1,10
529,"[8, 3, 3, 1]",16,4,8,1,15,1,6
530,"[8, 3, 2, 2]",16,4,8,2,15,1,3
531,"[8, 3, 2, 1, 1]",16,5,8,1,15,0,0
532,"[8, 3, 1, 1, 1, 1]",16,6,8,1,15,0,0
533,"[8, 2, 2, 2, 1]",16,5,8,1,15,1,6
534,"[8, 2, 2, 1, 1, 1]",16,6,8,1,15,0,0
535,"[8, 2, 1, 1, 1, 1, 1]",16,7,8,1,15,0,0
536,"[8, 1, 1, 1, 1, 1, 1, 1]",16,8,8,1,15,1,22
537,"[7, 7, 1]",16,3,7,1,15,1,361
538,"[7, 6, 2]",16,3,7,2,15,1,20
539,"[7, 6, 1, 1]",16,4,7,1,15,0,0
540,"[7, 5, 3]",16,3,7,3,15,1,3
541,"[7, 5, 2, 1]",16,4,7,1,15,0,0
542,"[7, 5, 1, 1, 1]",16,5,7,1,15,0,0
543,"[7, 4, 4]",16,3,7,4,15,1,140
544,"[7, 4, 3, 1]",16,4,7,1,15,0,0
545,"[7, 4, 2, 2]",16,4,7,2,15,0,0
546,"[7, 4, 2, 1, 1]",16,5,7,1,15,0,0
547,"[7, 4, 1, 1, 1, 1]",16,6,7,1,15,0,0
548,"[7, 3, 3, 2]",16,4,7,2,15,1,0
549,"[7, 3, 3, 1, 1]",16,5,7,1,15,0,0
550,"[7, 3, 2, 2, 1]",16,5,7,1,15,0,0
551,"[7, 3, 2, 1, 1, 1]",16,6,7,1,15,0,0
552,"[7, 3, 1, 1, 1, 1, 1]",16,7,7,1,15,0,0
553,"[7, 2, 2, 2, 2]",16,5,7,2,15,1,14
554,"[7, 2, 2, 2, 1, 1]",16,6,7,1,15,0,0
555,"[7, 2, 2, 1, 1, 1, 1]",16,7,7,1,15,0,0
556,"[7, 2, 1, 1, 1, 1, 1, 1]",16,8,7,1,15,0,0
557,"[7, 1, 1, 1, 1, 1, 1, 1, 1]",16,9,7,1,15,0,0
558,"[6, 6, 3]",16,3,6,3,15,1,197
559,"[6, 6, 2, 1]",16,4,6,1,15,1,6
560,"[6, 6, 1, 1, 1]",16,5,6,1,15,1,34
561,"[6, 5, 4]",16,3,6,4,15,1,22
562,"[6, 5, 3, 1]",16,4,6,1,15,0,0
563,"[6, 5, 2, 2]",16,4,6,2,15,1,1
564,"[6, 5, 2, 1, 1]",16,5,6,1,15,0,0
565,"[6, 5, 1, 1, 1, 1]",16,6,6,1,15,0,0
566,"[6, 4, 4, 1]",16,4,6,1,15,1,3
567,"[6, 4, 3, 2]",16,4,6,2,15,0,0
568,"[6, 4, 3, 1, 1]",16,5,6,1,15,0,0
569,"[6, 4, 2, 2, 1]",16,5,6,1,15,0,0
570,"[6, 4, 2, 1, 1, 1]",16,6,6,1,15,0,0
571,"[6, 4, 1, 1, 1, 1, 1]",16,7,6,1,15,0,0
572,"[6, 3, 3, 3]",16,4,6,3,15,0,0
573,"[6, 3, 3, 2, 1]",16,5,6,1,15,0,0
574,"[6, 3, 3, 1, 1, 1]",16,6,6,1,15,0,0
575,"[6, 3, 2, 2, 2]",16,5,6,2,15,0,0
576,"[6, 3, 2, 2, 1, 1]",16,6,6,1,15,0,0
577,"[6, 3, 2, 1, 1, 1, 1]",16,7,6,1,15,0,0
578,"[6, 3, 1, 1, 1, 1, 1, 1]",16,8,6,1,15,0,0
579,"[6, 2, 2, 2, 2, 1]",16,6,6,1,15,0,0
580,"[6, 2, 2, 2, 1, 1, 1]",16,7,6,1,15,0,0
581,"[6, 2, 2, 1, 1, 1, 1, 1]",16,8,6,1,15,0,0
582,"[6, 2, 1, 1, 1, 1, 1, 1, 1]",16,9,6,1,15,0,0
583,"[6, 1, 1, 1, 1, 1, 1, 1, 1, 1]",16,10,6,1,15,0,0
584,"[5, 5, 5]",16,3,5,5,15,1,2909
585,"[5, 5, 4, 1]",16,4,5,1,15,0,0
586,"[5, 5, 3, 2]",16,4,5,2,15,0,0
587,"[5, 5, 3, 1, 1]",16,5,5,1,15,0,0
588,"[5, 5, 2, 2, 1]",16,5,5,1,15,0,0
589,"[5, 5, 2, 1, 1, 1]",16,6,5,1,15,0,0
590,"[5, 5, 1, 1, 1, 1, 1]",16,7,5,1,15,0,0
591,"[5, 4, 4, 2]",16,4,5,2,15,1,2
592,"[5, 4, 4, 1, 1]",16,5,5,1,15,0,0
593,"[5, 4, 3, 3]",16,4,5,3,15,1,0
594,"[5, 4, 3, 2, 1]",16,5,5,1,15,0,0
595,"[5, 4, 3, 1, 1, 1]",16,6,5,1,15,0,0
596,"[5, 4, 2, 2, 2]",16,5,5,2,15,0,0
597,"[5, 4, 2, 2, 1, 1]",16,6,5,1,15,0,0
598,"[5, 4, 2, 1, 1, 1, 1]",16,7,5,1,15,0,0
599,"[5, 4, 1, 1, 1, 1, 1, 1]",16,8,5,1,15,0,0
600,"[5, 3, 3, 3, 1]",16,5,5,1,15,0,0
601,"[5, 3, 3, 2, 2]",16,5,5,2,15,0,0
602,"[5, 3, 3, 2, 1, 1]",16,6,5,1,15,0,0
603,"[5, 3, 3, 1, 1, 1, 1]",16,7,5,1,15,0,0
604,"[5, 3, 2, 2, 2, 1]",16,6,5,1,15,0,0
605,"[5, 3, 2, 2, 1, 1, 1]",16,7,5,1,15,0,0
606,"[5, 3, 2, 1, 1, 1, 1, 1]",16,8,5,1,15,0,0
607,"[5, 3, 1, 1, 1, 1, 1, 1, 1]",16,9,5,1,15,0,0
608,"[5, 2, 2, 2, 2, 2]",16,6,5,2,15,1,10
609,"[5, 2, 2, 2, 2, 1, 1]",16,7,5,1,15,0,0
610,"[5, 2, 2, 2, 1, 1, 1, 1]",16,8,5,1,15,0,0
611,"[5, 2, 2, 1, 1, 1, 1, 1, 1]",16,9,5,1,15,0,0
612,"[5, 2, 1, 1, 1, 1, 1, 1, 1, 1]",16,10,5,1,15,0,0
613,"[5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",16,11,5,1,15,0,0
614,"[4, 4, 4, 3]",16,4,4,3,15,1,80
615,"[4, 4, 4, 2, 1]",16,5,4,1,15,1,2
616,"[4, 4, 4, 1, 1, 1]",16,6,4,1,15,1,13
617,"[4, 4, 3, 3, 1]",16,5,4,1,15,0,0
618,"[4, 4, 3, 2, 2]",16,5,4,2,15,0,0
619,"[4, 4, 3, 2, 1, 1]",16,6,4,1,15,0,0
620,"[4, 4, 3, 1, 1, 1, 1]",16,7,4,1,15,0,0
621,"[4, 4, 2, 2, 2, 1]",16,6,4,1,15,0,0
622,"[4, 4, 2, 2, 1, 1, 1]",16,7,4,1,15,0,0
623,"[4, 4, 2, 1, 1, 1, 1, 1]",16,8,4,1,15,0,0
624,"[4, 4, 1, 1, 1, 1, 1, 1, 1]",16,9,4,1,15,0,0
625,"[4, 3, 3, 3, 2]",16,5,4,2,15,0,0
626,"[4, 3, 3, 3, 1, 1]",16,6,4,1,15,0,0
627,"[4, 3, 3, 2, 2, 1]",16,6,4,1,15,0,0
628,"[4, 3, 3, 2, 1, 1, 1]",16,7,4,1,15,0,0
629,"[4, 3, 3, 1, 1, 1, 1, 1]",16,8,4,1,15,0,0
630,"[4, 3, 2, 2, 2, 2]",16,6,4,2,15,0,0
631,"[4, 3, 2, 2, 2, 1, 1]",16,7,4,1,15,0,0
632,"[4, 3, 2, 2, 1, 1, 1, 1]",16,8,4,1,15,0,0
633,"[4, 3, 2, 1, 1, 1, 1, 1, 1]",16,9,4,1,15,0,0
634,"[4, 3, 1, 1, 1, 1, 1, 1, 1, 1]",16,10,4,1,15,0,0
635,"[4, 2, 2, 2, 2, 2, 1]",16,7,4,1,15,0,0
636,"[4, 2, 2, 2, 2, 1, 1, 1]",16,8,4,1,15,0,0
637,"[4, 2, 2, 2, 1, 1, 1, 1, 1]",16,9,4,1,15,0,0
638,"[4, 2, 2, 1, 1, 1, 1, 1, 1, 1]",16,10,4,1,15,0,0
639,"[4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",16,11,4,1,15,0,0
640,"[4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",16,12,4,1,15,0,0
641,"[3, 3, 3, 3, 3]",16,5,3,3,15,1,403
642,"[3, 3, 3, 3, 2, 1]",16,6,3,1,15,0,0
643,"[3, 3, 3, 3, 1, 1, 1]",16,7,3,1,15,0,0
644,"[3, 3, 3, 2, 2, 2]",16,6,3,2,15,0,0
645,"[3, 3, 3, 2, 2, 1, 1]",16,7,3,1,15,0,0
646,"[3, 3, 3, 2, 1, 1, 1, 1]",16,8,3,1,15,0,0
647,"[3, 3, 3, 1, 1, 1, 1, 1, 1]",16,9,3,1,15,0,0
648,"[3, 3, 2, 2, 2, 2, 1]",16,7,3,1,15,0,0
649,"[3, 3, 2, 2, 2, 1, 1, 1]",16,8,3,1,15,0,0
650,"[3, 3, 2, 2, 1, 1, 1, 1, 1]",16,9,3,1,15,0,0
651,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 1]",16,10,3,1,15,0,0
652,"[3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]",16,11,3,1,15,0,0
653,"[3, 2, 2, 2, 2, 2, 2]",16,7,3,2,15,1,28
654,"[3, 2, 2, 2, 2, 2, 1, 1]",16,8,3,1,15,0,0
655,"[3, 2, 2, 2, 2, 1, 1, 1, 1]",16,9,3,1,15,0,0
656,"[3, 2, 2, 2, 1, 1, 1, 1, 1, 1]",16,10,3,1,15,0,0
657,"[3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",16,11,3,1,15,0,0
658,"[3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",16,12,3,1,15,0,0
659,"[3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",16,13,3,1,15,0,0
660,"[2, 2, 2, 2, 2, 2, 2, 1]",16,8,2,1,15,1,21
661,"[2, 2, 2, 2, 2, 2, 1, 1, 1]",16,9,2,1,15,0,0
662,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 1]",16,10,2,1,15,0,0
663,"[2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1]",16,11,2,1,15,0,0
664,"[2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",16,12,2,1,15,0,0
665,"[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",16,13,2,1,15,0,0
666,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",16,14,2,1,15,0,0
667,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",16,15,1,1,15,1,83
668,"[15, 1]",17,2,15,1,16,1,46
669,"[14, 2]",17,2,14,2,16,1,387
670,"[14, 1, 1]",17,3,14,1,16,1,257
671,"[13, 3]",17,2,13,3,16,1,1019
672,"[13, 2, 1]",17,3,13,1,16,1,64
673,"[13, 1, 1, 1]",17,4,13,1,16,1,233
674,"[12, 4]",17,2,12,4,16,1,1586
675,"[12, 3, 1]",17,3,12,1,16,1,52
676,"[12, 2, 2]",17,3,12,2,16,1,261
677,"[12, 2, 1, 1]",17,4,12,1,16,0,0
678,"[12, 1, 1, 1, 1]",17,5,12,1,16,1,122
679,"[11, 5]",17,2,11,5,16,1,2245
680,"[11, 4, 1]",17,3,11,1,16,1,47
681,"[11, 3, 2]",17,3,11,2,16,1,38
682,"[11, 3, 1, 1]",17,4,11,1,16,1,7
683,"[11, 2, 2, 1]",17,4,11,1,16,1,24
684,"[11, 2, 1, 1, 1]",17,5,11,1,16,0,0
685,"[11, 1, 1, 1, 1, 1]",17,6,11,1,16,1,58
686,"[10, 6]",17,2,10,6,16,1,2360
687,"[10, 5, 1]",17,3,10,1,16,1,48
688,"[10, 4, 2]",17,3,10,2,16,1,21
689,"[10, 4, 1, 1]",17,4,10,1,16,1,8
690,"[10, 3, 3]",17,3,10,3,16,1,197
691,"[10, 3, 2, 1]",17,4,10,1,16,0,0
692,"[10, 3, 1, 1, 1]",17,5,10,1,16,0,0
693,"[10, 2, 2, 2]",17,4,10,2,16,1,61
694,"[10, 2, 2, 1, 1]",17,5,10,1,16,0,0
695,"[10, 2, 1, 1, 1, 1]",17,6,10,1,16,0,0
696,"[10, 1, 1, 1, 1, 1, 1]",17,7,10,1,16,1,34
697,"[9, 7]",17,2,9,7,16,1,3078
698,"[9, 6, 1]",17,3,9,1,16,1,28
699,"[9, 5, 2]",17,3,9,2,16,1,21
700,"[9, 5, 1, 1]",17,4,9,1,16,1,4
701,"[9, 4, 3]",17,3,9,3,16,1,29
702,"[9, 4, 2, 1]",17,4,9,1,16,1,0
703,"[9, 4, 1, 1, 1]",17,5,9,1,16,1,1
704,"[9, 3, 3, 1]",17,4,9,1,16,1,3
705,"[9, 3, 2, 2]",17,4,9,2,16,1,4
706,"[9, 3, 2, 1, 1]",17,5,9,1,16,0,0
707,"[9, 3, 1, 1, 1, 1]",17,6,9,1,16,0,0
708,"[9, 2, 2, 2, 1]",17,5,9,1,16,1,2
709,"[9, 2, 2, 1, 1, 1]",17,6,9,1,16,0,0
710,"[9, 2, 1, 1, 1, 1, 1]",17,7,9,1,16,0,0
711,"[9, 1, 1, 1, 1, 1, 1, 1]",17,8,9,1,16,1,20
712,"[8, 8]",17,2,8,8,16,1,15541
713,"[8, 7, 1]",17,3,8,1,16,0,0
714,"[8, 6, 2]",17,3,8,2,16,0,0
715,"[8, 6, 1, 1]",17,4,8,1,16,0,0
716,"[8, 5, 3]",17,3,8,3,16,0,0
717,"[8, 5, 2, 1]",17,4,8,1,16,0,0
718,"[8, 5, 1, 1, 1]",17,5,8,1,16,0,0
719,"[8, 4, 4]",17,3,8,4,16,0,0
720,"[8, 4, 3, 1]",17,4,8,1,16,0,0
721,"[8, 4, 2, 2]",17,4,8,2,16,0,0
722,"[8, 4, 2, 1, 1]",17,5,8,1,16,0,0
723,"[8, 4, 1, 1, 1, 1]",17,6,8,1,16,0,0
724,"[8, 3, 3, 2]",17,4,8,2,16,0,0
725,"[8, 3, 3, 1, 1]",17,5,8,1,16,0,0
726,"[8, 3, 2, 2, 1]",17,5,8,1,16,0,0
727,"[8, 3, 2, 1, 1, 1]",17,6,8,1,16,0,0
728,"[8, 3, 1, 1, 1, 1, 1]",17,7,8,1,16,0,0
729,"[8, 2, 2, 2, 2]",17,5,8,2,16,0,0
730,"[8, 2, 2, 2, 1, 1]",17,6,8,1,16,0,0
731,"[8, 2, 2, 1, 1, 1, 1]",17,7,8,1,16,0,0
732,"[8, 2, 1, 1, 1, 1, 1, 1]",17,8,8,1,16,0,0
733,"[8, 1, 1, 1, 1, 1, 1, 1, 1]",17,9,8,1,16,0,0
734,"[7, 7, 2]",17,3,7,2,16,1,127
735,"[7, 7, 1, 1]",17,4,7,1,16,1,77
736,"[7, 6, 3]",17,3,7,3,16,1,23
737,"[7, 6, 2, 1]",17,4,7,1,16,0,0
738,"[7, 6, 1, 1, 1]",17,5,7,1,16,0,0
739,"[7, 5, 4]",17,3,7,4,16,1,14
740,"[7, 5, 3, 1]",17,4,7,1,16,0,0
741,"[7, 5, 2, 2]",17,4,7,2,16,0,0
742,"[7, 5, 2, 1, 1]",17,5,7,1,16,0,0
743,"[7, 5, 1, 1, 1, 1]",17,6,7,1,16,0,0
744,"[7, 4, 4, 1]",17,4,7,1,16,0,0
745,"[7, 4, 3, 2]",17,4,7,2,16,0,0
746,"[7, 4, 3, 1, 1]",17,5,7,1,16,0,0
747,"[7, 4, 2, 2, 1]",17,5,7,1,16,0,0
748,"[7, 4, 2, 1, 1, 1]",17,6,7,1,16,0,0
749,"[7, 4, 1, 1, 1, 1, 1]",17,7,7,1,16,0,0
750,"[7, 3, 3, 3]",17,4,7,3,16,1,28
751,"[7, 3, 3, 2, 1]",17,5,7,1,16,0,0
752,"[7, 3, 3, 1, 1, 1]",17,6,7,1,16,0,0
753,"[7, 3, 2, 2, 2]",17,5,7,2,16,0,0
754,"[7, 3, 2, 2, 1, 1]",17,6,7,1,16,0,0
755,"[7, 3, 2, 1, 1, 1, 1]",17,7,7,1,16,0,0
756,"[7, 3, 1, 1, 1, 1, 1, 1]",17,8,7,1,16,0,0
757,"[7, 2, 2, 2, 2, 1]",17,6,7,1,16,0,0
758,"[7, 2, 2, 2, 1, 1, 1]",17,7,7,1,16,0,0
759,"[7, 2, 2, 1, 1, 1, 1, 1]",17,8,7,1,16,0,0
760,"[7, 2, 1, 1, 1, 1, 1, 1, 1]",17,9,7,1,16,0,0
761,"[7, 1, 1, 1, 1, 1, 1, 1, 1, 1]",17,10,7,1,16,0,0
762,"[6, 6, 4]",17,3,6,4,16,1,142
763,"[6, 6, 3, 1]",17,4,6,1,16,1,6
764,"[6, 6, 2, 2]",17,4,6,2,16,1,22
765,"[6, 6, 2, 1, 1]",17,5,6,1,16,0,0
766,"[6, 6, 1, 1, 1, 1]",17,6,6,1,16,1,17
767,"[6, 5, 5]",17,3,6,5,16,1,457
768,"[6, 5, 4, 1]",17,4,6,1,16,0,0
769,"[6, 5, 3, 2]",17,4,6,2,16,0,0
770,"[6, 5, 3, 1, 1]",17,5,6,1,16,0,0
771,"[6, 5, 2, 2, 1]",17,5,6,1,16,0,0
772,"[6, 5, 2, 1, 1, 1]",17,6,6,1,16,0,0
773,"[6, 5, 1, 1, 1, 1, 1]",17,7,6,1,16,0,0
774,"[6, 4, 4, 2]",17,4,6,2,16,0,0
775,"[6, 4, 4, 1, 1]",17,5,6,1,16,0,0
776,"[6, 4, 3, 3]",17,4,6,3,16,0,0
777,"[6, 4, 3, 2, 1]",17,5,6,1,16,0,0
778,"[6, 4, 3, 1, 1, 1]",17,6,6,1,16,0,0
779,"[6, 4, 2, 2, 2]",17,5,6,2,16,0,0
780,"[6, 4, 2, 2, 1, 1]",17,6,6,1,16,0,0
781,"[6, 4, 2, 1, 1, 1, 1]",17,7,6,1,16,0,0
782,"[6, 4, 1, 1, 1, 1, 1, 1]",17,8,6,1,16,0,0
783,"[6, 3, 3, 3, 1]",17,5,6,1,16,0,0
784,"[6, 3, 3, 2, 2]",17,5,6,2,16,0,0
785,"[6, 3, 3, 2, 1, 1]",17,6,6,1,16,0,0
786,"[6, 3, 3, 1, 1, 1, 1]",17,7,6,1,16,0,0
787,"[6, 3, 2, 2, 2, 1]",17,6,6,1,16,0,0
788,"[6, 3, 2, 2, 1, 1, 1]",17,7,6,1,16,0,0
789,"[6, 3, 2, 1, 1, 1, 1, 1]",17,8,6,1,16,0,0
790,"[6, 3, 1, 1, 1, 1, 1, 1, 1]",17,9,6,1,16,0,0
791,"[6, 2, 2, 2, 2, 2]",17,6,6,2,16,0,0
792,"[6, 2, 2, 2, 2, 1, 1]",17,7,6,1,16,0,0
793,"[6, 2, 2, 2, 1, 1, 1, 1]",17,8,6,1,16,0,0
794,"[6, 2, 2, 1, 1, 1, 1, 1, 1]",17,9,6,1,16,0,0
795,"[6, 2, 1, 1, 1, 1, 1, 1, 1, 1]",17,10,6,1,16,0,0
796,"[6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",17,11,6,1,16,0,0
797,"[5, 5, 5, 1]",17,4,5,1,16,1,63
798,"[5, 5, 4, 2]",17,4,5,2,16,1,0
799,"[5, 5, 4, 1, 1]",17,5,5,1,16,0,0
800,"[5, 5, 3, 3]",17,4,5,3,16,1,23
801,"[5, 5, 3, 2, 1]",17,5,5,1,16,0,0
802,"[5, 5, 3, 1, 1, 1]",17,6,5,1,16,0,0
803,"[5, 5, 2, 2, 2]",17,5,5,2,16,1,2
804,"[5, 5, 2, 2, 1, 1]",17,6,5,1,16,0,0
805,"[5, 5, 2, 1, 1, 1, 1]",17,7,5,1,16,0,0
806,"[5, 5, 1, 1, 1, 1, 1, 1]",17,8,5,1,16,0,0
807,"[5, 4, 4, 3]",17,4,5,3,16,0,0
808,"[5, 4, 4, 2, 1]",17,5,5,1,16,0,0
809,"[5, 4, 4, 1, 1, 1]",17,6,5,1,16,0,0
810,"[5, 4, 3, 3, 1]",17,5,5,1,16,0,0
811,"[5, 4, 3, 2, 2]",17,5,5,2,16,0,0
812,"[5, 4, 3, 2, 1, 1]",17,6,5,1,16,0,0
813,"[5, 4, 3, 1, 1, 1, 1]",17,7,5,1,16,0,0
814,"[5, 4, 2, 2, 2, 1]",17,6,5,1,16,0,0
815,"[5, 4, 2, 2, 1, 1, 1]",17,7,5,1,16,0,0
816,"[5, 4, 2, 1, 1, 1, 1, 1]",17,8,5,1,16,0,0
